time,app,code2xx,code4xx,code5xx,cpu,memory,replicas,request,response,scale
2016-03-12T06:24:06Z,eight-puzzle,884331,0,0,117.2,110,1,4530,13,1
2016-03-12T06:24:22Z,eight-puzzle,887126,0,0,92.4,110,1,4080,15,1
2016-03-12T06:24:42Z,eight-puzzle,889784,0,0,95.31,110,1,4710,14,1
2016-03-12T06:25:00Z,eight-puzzle,892409,0,0,0,99,1,4140,13,1
2016-03-12T06:25:17Z,eight-puzzle,894386,0,0,135.03,99,1,3480,12,1
2016-03-12T06:25:37Z,eight-puzzle,896735,0,0,103.58,99,1,3510,18,1
2016-03-12T06:25:54Z,eight-puzzle,898778,0,0,61.77,99,1,3270,13,1
2016-03-12T06:26:13Z,eight-puzzle,900992,0,0,117.93,99,1,3930,10,1
2016-03-12T06:26:30Z,eight-puzzle,903262,0,0,77.44,99,1,3180,11,1
2016-03-12T06:26:49Z,eight-puzzle,905338,0,0,69.99,99,1,3390,12,1
2016-03-12T06:27:07Z,eight-puzzle,907748,0,0,82,99,1,3990,28,1
2016-03-12T06:27:26Z,eight-puzzle,909746,0,0,76.28,95,1,3360,20,1
2016-03-12T06:27:44Z,eight-puzzle,912070,0,0,66.23,95,1,3720,14,1
2016-03-12T06:28:02Z,eight-puzzle,914125,0,0,89.69,95,1,4170,18,1
2016-03-12T06:28:21Z,eight-puzzle,916378,0,0,89.95,95,1,3900,13,1
2016-03-12T06:28:37Z,eight-puzzle,918496,0,0,140.62,95,1,3810,12,1
2016-03-12T06:28:57Z,eight-puzzle,920588,0,0,64.68,95,1,3600,9,1
2016-03-12T06:29:15Z,eight-puzzle,922846,0,0,95.5,95,1,3660,12,1
2016-03-12T06:29:33Z,eight-puzzle,924819,0,0,102.45,95,1,3870,9,1
2016-03-12T06:29:52Z,eight-puzzle,927149,0,0,0,90,1,3420,17,1
2016-03-12T06:30:08Z,eight-puzzle,929277,0,0,85.86,91,1,3450,78,1
2016-03-12T06:30:28Z,eight-puzzle,931407,0,0,81.88,91,1,3570,14,1
2016-03-12T06:30:45Z,eight-puzzle,933688,0,0,84.15,91,1,3180,14,1
2016-03-12T06:31:03Z,eight-puzzle,935669,0,0,96.17,91,1,3630,11,1
2016-03-12T06:31:22Z,eight-puzzle,937977,0,0,120.5,91,1,4020,9,1
2016-03-12T06:31:39Z,eight-puzzle,940023,0,0,63.6,91,1,3030,12,1
2016-03-12T06:31:58Z,eight-puzzle,942266,0,0,84.82,91,1,3360,12,1
2016-03-12T06:32:15Z,eight-puzzle,944518,0,0,112.09,86,1,3990,12,1
2016-03-12T06:32:34Z,eight-puzzle,946549,0,0,116.36,87,1,4020,13,1
2016-03-12T06:32:52Z,eight-puzzle,948813,0,0,99.33,87,1,3750,13,1
2016-03-12T06:33:10Z,eight-puzzle,950879,0,0,90,87,1,4110,14,1
2016-03-12T06:33:29Z,eight-puzzle,953221,0,0,62.95,87,1,3810,13,1
2016-03-12T06:33:46Z,eight-puzzle,955282,0,0,116.65,87,1,3450,16,1
2016-03-12T06:34:05Z,eight-puzzle,957443,0,0,57.52,87,1,3150,12,1
2016-03-12T06:34:22Z,eight-puzzle,959681,0,0,101.37,87,1,3570,11,1
2016-03-12T06:34:41Z,eight-puzzle,961677,0,0,115.85,87,1,3900,12,1
2016-03-12T06:34:59Z,eight-puzzle,964014,0,0,91.89,84,1,4170,10,1
2016-03-12T06:35:17Z,eight-puzzle,966036,0,0,99.49,84,1,3750,14,1
2016-03-12T06:35:36Z,eight-puzzle,968325,0,0,91.21,84,1,3330,9,1
2016-03-12T06:35:55Z,eight-puzzle,970584,0,0,118.51,84,1,4050,12,1
2016-03-12T06:36:14Z,eight-puzzle,972840,0,0,0,85,1,3810,12,1
2016-03-12T06:36:30Z,eight-puzzle,974965,0,0,80.62,85,1,3510,10,1
2016-03-12T06:36:49Z,eight-puzzle,977046,0,0,80.74,85,1,3120,13,1
2016-03-12T06:37:07Z,eight-puzzle,979348,0,0,60.58,85,1,3270,10,1
2016-03-12T06:37:25Z,eight-puzzle,981307,0,0,83.56,82,1,3540,9,1
2016-03-12T06:37:44Z,eight-puzzle,983674,0,0,80.6,82,1,3990,9,1
2016-03-12T06:38:00Z,eight-puzzle,985733,0,0,100.48,82,1,3390,10,1
2016-03-12T06:38:20Z,eight-puzzle,987873,0,0,154.58,83,1,4170,15,1
2016-03-12T06:38:37Z,eight-puzzle,990145,0,0,116.27,84,1,3540,11,1
2016-03-12T06:38:55Z,eight-puzzle,992066,0,0,78,84,1,3240,8,1
2016-03-12T06:39:14Z,eight-puzzle,994436,0,0,75.71,84,1,3060,10,1
2016-03-12T06:39:31Z,eight-puzzle,996501,0,0,75.97,84,1,3450,10,1
2016-03-12T06:39:50Z,eight-puzzle,998718,0,0,83.62,79,1,3360,8,1
2016-03-12T06:40:07Z,eight-puzzle,1000942,0,0,101.08,79,1,3810,10,1
2016-03-12T06:40:26Z,eight-puzzle,1003084,0,0,0,79,1,3750,7,1
2016-03-12T06:40:44Z,eight-puzzle,1005384,0,0,86.38,79,1,3750,9,1
2016-03-12T06:41:02Z,eight-puzzle,1007331,0,0,114.74,79,1,3570,9,1
2016-03-12T06:41:21Z,eight-puzzle,1009615,0,0,75.94,79,1,3030,10,1
2016-03-12T06:41:37Z,eight-puzzle,1011723,0,0,123.28,79,1,3750,13,1
2016-03-12T06:41:57Z,eight-puzzle,1013849,0,0,78.81,79,1,3180,10,1
2016-03-12T06:42:14Z,eight-puzzle,1016142,0,0,65.42,79,1,4230,9,1
2016-03-12T06:42:32Z,eight-puzzle,1018119,0,0,60.6,78,1,3330,9,1
2016-03-12T06:42:51Z,eight-puzzle,1020473,0,0,91.1,78,1,3300,10,1
2016-03-12T06:43:08Z,eight-puzzle,1022571,0,0,91.77,78,1,3450,9,1
2016-03-12T06:43:27Z,eight-puzzle,1024797,0,0,81.77,78,1,3900,9,1
2016-03-12T06:43:44Z,eight-puzzle,1027028,0,0,118.02,78,1,3450,13,1
2016-03-12T06:44:03Z,eight-puzzle,1029093,0,0,82.63,78,1,3060,9,1
2016-03-12T06:44:21Z,eight-puzzle,1031432,0,0,78.81,78,1,3420,9,1
2016-03-12T06:44:39Z,eight-puzzle,1033389,0,0,92.5,78,1,3030,8,1
2016-03-12T06:44:58Z,eight-puzzle,1035795,0,0,84.14,76,1,3780,8,1
2016-03-12T06:45:15Z,eight-puzzle,1037866,0,0,89.58,76,1,3030,9,1
2016-03-12T06:45:34Z,eight-puzzle,1040089,0,0,75.14,76,1,3450,11,1
2016-03-12T06:45:51Z,eight-puzzle,1042305,0,0,123.86,76,1,3300,11,1
2016-03-12T06:46:10Z,eight-puzzle,1044339,0,0,103.21,76,1,3990,10,1
2016-03-12T06:46:29Z,eight-puzzle,1046642,0,0,105.86,77,1,3510,13,1
2016-03-12T06:46:46Z,eight-puzzle,1048679,0,0,0,77,1,3510,10,1
2016-03-12T06:47:06Z,eight-puzzle,1051016,0,0,100.6,77,1,3870,8,1
2016-03-12T06:47:21Z,eight-puzzle,1053143,0,0,94.39,76,1,3270,8,1
2016-03-12T06:47:41Z,eight-puzzle,1055248,0,0,84.16,76,1,3780,9,1
2016-03-12T06:47:59Z,eight-puzzle,1057545,0,0,99.2,76,1,3540,9,1
2016-03-12T06:48:17Z,eight-puzzle,1059515,0,0,75.98,76,1,3870,10,1
2016-03-12T06:48:36Z,eight-puzzle,1061877,0,0,112.3,76,1,3720,8,1
2016-03-12T06:48:52Z,eight-puzzle,1063992,0,0,0,76,1,3450,8,1
2016-03-12T06:49:11Z,eight-puzzle,1065987,0,0,0,76,1,4080,9,1
2016-03-12T06:49:28Z,eight-puzzle,1067330,0,0,63.15,76,1,2220,7,1
2016-03-12T06:49:47Z,eight-puzzle,1068586,0,0,70.61,75,1,2430,7,1
2016-03-12T06:50:05Z,eight-puzzle,1069975,0,0,44.85,75,1,1980,8,1
2016-03-12T06:50:23Z,eight-puzzle,1071143,0,0,66.77,75,1,2310,8,1
2016-03-12T06:50:42Z,eight-puzzle,1072533,0,0,69.38,75,1,2220,7,1
2016-03-12T06:50:59Z,eight-puzzle,1073783,0,0,34.78,75,1,2220,9,1
2016-03-12T06:51:17Z,eight-puzzle,1075114,0,0,56.17,75,1,2130,7,1
2016-03-12T06:51:34Z,eight-puzzle,1076477,0,0,43.73,75,1,2100,9,1
2016-03-12T06:51:53Z,eight-puzzle,1077744,0,0,57.87,75,1,1980,8,1
2016-03-12T06:52:11Z,eight-puzzle,1079116,0,0,40.63,75,1,2160,7,1
2016-03-12T06:52:29Z,eight-puzzle,1080292,0,0,58.42,74,1,2460,8,1
2016-03-12T06:52:48Z,eight-puzzle,1081669,0,0,43.66,74,1,1620,10,1
2016-03-12T06:53:05Z,eight-puzzle,1082924,0,0,46.06,74,1,1920,8,1
2016-03-12T06:53:24Z,eight-puzzle,1084261,0,0,55.45,74,1,2160,7,1
2016-03-12T06:53:40Z,eight-puzzle,1085569,0,0,49.37,74,1,1950,7,1
2016-03-12T06:53:59Z,eight-puzzle,1086826,0,0,40.56,74,1,1890,6,1
2016-03-12T06:54:17Z,eight-puzzle,1088221,0,0,69.88,74,1,2160,7,1
2016-03-12T06:54:35Z,eight-puzzle,1089375,0,0,45.35,74,1,2130,7,1
2016-03-12T06:54:54Z,eight-puzzle,1090748,0,0,53.98,72,1,1860,8,1
2016-03-12T06:55:11Z,eight-puzzle,1091995,0,0,63.28,72,1,2250,8,1
2016-03-12T06:55:30Z,eight-puzzle,1093343,0,0,49.31,72,1,2160,7,1
2016-03-12T06:55:46Z,eight-puzzle,1094637,0,0,87.43,72,1,2430,9,1
2016-03-12T06:56:05Z,eight-puzzle,1095878,0,0,61.11,72,1,2130,8,1
2016-03-12T06:56:23Z,eight-puzzle,1097092,0,0,33.17,72,1,1620,8,1
2016-03-12T06:56:41Z,eight-puzzle,1097724,0,0,23.08,72,1,1200,6,0
2016-03-12T06:57:00Z,eight-puzzle,1098486,0,0,25.13,72,1,1080,7,0
2016-03-12T06:57:17Z,eight-puzzle,1099163,0,0,36.22,70,1,1290,7,1
2016-03-12T06:57:35Z,eight-puzzle,1099903,0,0,39.86,70,1,1110,7,0
2016-03-12T06:57:51Z,eight-puzzle,1100608,0,0,18.42,70,1,990,6,0
2016-03-12T06:58:10Z,eight-puzzle,1101317,0,0,23.79,70,1,1170,6,0
2016-03-12T06:58:27Z,eight-puzzle,1102048,0,0,27.14,70,1,960,7,0
2016-03-12T06:58:46Z,eight-puzzle,1102742,0,0,26.16,70,1,1230,7,0
2016-03-12T06:59:04Z,eight-puzzle,1103513,0,0,41.15,70,1,1320,7,1
2016-03-12T06:59:21Z,eight-puzzle,1104132,0,0,27.46,70,1,1080,6,0
2016-03-12T06:59:40Z,eight-puzzle,1104880,0,0,28.45,70,1,1260,6,0
2016-03-12T06:59:57Z,eight-puzzle,1105570,0,0,29.45,68,1,1230,6,0
2016-03-12T07:00:16Z,eight-puzzle,1106304,0,0,32.64,68,1,1170,6,0
2016-03-12T07:00:32Z,eight-puzzle,1106984,0,0,21.65,68,1,930,6,0
2016-03-12T07:00:51Z,eight-puzzle,1107689,0,0,25.68,68,1,1170,7,0
2016-03-12T07:01:08Z,eight-puzzle,1108412,0,0,34.39,68,1,1260,7,0
2016-03-12T07:01:26Z,eight-puzzle,1109099,0,0,42.9,68,1,1530,7,1
2016-03-12T07:01:45Z,eight-puzzle,1109871,0,0,35.44,68,1,1350,7,1
2016-03-12T07:02:02Z,eight-puzzle,1110528,0,0,34.94,68,1,780,7,0
2016-03-12T07:02:21Z,eight-puzzle,1111298,0,0,33.35,64,1,1080,7,0
2016-03-12T07:02:38Z,eight-puzzle,1111671,0,0,4.97,64,1,240,7,0
2016-03-12T07:02:56Z,eight-puzzle,1111811,0,0,5.24,64,1,240,6,0
2016-03-12T07:03:12Z,eight-puzzle,1111947,0,0,8.57,64,1,270,6,0
2016-03-12T07:03:31Z,eight-puzzle,1112088,0,0,6.64,64,1,270,6,0
2016-03-12T07:03:47Z,eight-puzzle,1112217,0,0,1.77,64,1,120,6,0
2016-03-12T07:04:06Z,eight-puzzle,1112369,0,0,2.82,64,1,240,6,0
2016-03-12T07:04:23Z,eight-puzzle,1112518,0,0,5.59,64,1,150,6,0
2016-03-12T07:04:42Z,eight-puzzle,1112658,0,0,5.44,64,1,120,6,0
2016-03-12T07:05:00Z,eight-puzzle,1112811,0,0,9.32,62,1,270,7,0
2016-03-12T07:05:17Z,eight-puzzle,1112934,0,0,5.17,62,1,270,7,0
2016-03-12T07:05:36Z,eight-puzzle,1113084,0,0,4.84,62,1,300,7,0
2016-03-12T07:05:53Z,eight-puzzle,1113223,0,0,12.26,62,1,300,7,0
2016-03-12T07:06:11Z,eight-puzzle,1113362,0,0,9.92,62,1,330,7,0
2016-03-12T07:06:28Z,eight-puzzle,1113497,0,0,1.7,63,1,150,7,0
2016-03-12T07:06:47Z,eight-puzzle,1113640,0,0,7.72,63,1,210,8,0
2016-03-12T07:07:02Z,eight-puzzle,1113772,0,0,2.08,63,1,180,7,0
2016-03-12T07:07:21Z,eight-puzzle,1113906,0,0,3.05,62,1,240,7,0
2016-03-12T07:07:38Z,eight-puzzle,1114052,0,0,6.62,62,1,270,7,0
2016-03-12T07:07:57Z,eight-puzzle,1114182,0,0,4.96,62,1,120,7,0
2016-03-12T07:08:14Z,eight-puzzle,1114342,0,0,8.85,62,1,210,7,0
2016-03-12T07:08:32Z,eight-puzzle,1114481,0,0,2.57,62,1,120,7,0
2016-03-12T07:08:50Z,eight-puzzle,1114622,0,0,4.04,62,1,240,7,0
2016-03-12T07:09:08Z,eight-puzzle,1114752,0,0,2.72,62,1,180,7,0
2016-03-12T07:09:26Z,eight-puzzle,1114913,0,0,7.69,62,1,180,6,0
2016-03-12T07:09:43Z,eight-puzzle,1115043,0,0,5.94,62,1,180,7,0
2016-03-12T07:10:02Z,eight-puzzle,1115201,0,0,6.57,58,1,270,7,0
2016-03-12T07:10:19Z,eight-puzzle,1115333,0,0,14.87,58,1,90,7,0
2016-03-12T07:10:38Z,eight-puzzle,1115483,0,0,2.32,58,1,150,7,0
2016-03-12T07:10:54Z,eight-puzzle,1115619,0,0,4.71,58,1,120,7,0
2016-03-12T07:11:13Z,eight-puzzle,1115762,0,0,15.08,58,1,180,7,0
2016-03-12T07:11:29Z,eight-puzzle,1115909,0,0,2.44,60,1,180,7,0
2016-03-12T07:11:48Z,eight-puzzle,1116047,0,0,9.37,60,1,330,6,0
2016-03-12T07:12:04Z,eight-puzzle,1116196,0,0,9.15,60,1,240,7,0
2016-03-12T07:12:23Z,eight-puzzle,1116323,0,0,9.08,60,1,270,7,0
2016-03-12T07:12:41Z,eight-puzzle,1116477,0,0,0.35,60,1,30,7,0
2016-03-12T07:12:58Z,eight-puzzle,1116609,0,0,11.53,60,1,210,7,0
2016-03-12T07:13:17Z,eight-puzzle,1116757,0,0,7.38,60,1,390,7,0
2016-03-12T07:13:34Z,eight-puzzle,1116891,0,0,2.25,60,1,210,7,0
2016-03-12T07:13:53Z,eight-puzzle,1117046,0,0,1.66,60,1,240,7,0
2016-03-12T07:14:10Z,eight-puzzle,1117176,0,0,1.67,60,1,270,6,0
2016-03-12T07:14:29Z,eight-puzzle,1117321,0,0,4.08,60,1,210,7,0
2016-03-12T07:14:45Z,eight-puzzle,1117463,0,0,10.58,59,1,300,7,0
2016-03-12T07:15:04Z,eight-puzzle,1117604,0,0,5.57,59,1,90,7,0
2016-03-12T07:15:20Z,eight-puzzle,1117748,0,0,7.64,59,1,270,7,0
2016-03-12T07:15:39Z,eight-puzzle,1117886,0,0,7.65,59,1,330,7,0
2016-03-12T07:15:55Z,eight-puzzle,1118017,0,0,3.07,59,1,210,7,0
2016-03-12T07:16:14Z,eight-puzzle,1118154,0,0,2.62,59,1,180,7,0
2016-03-12T07:16:31Z,eight-puzzle,1118287,0,0,10.67,59,1,210,7,0
2016-03-12T07:16:50Z,eight-puzzle,1118424,0,0,10.09,59,1,240,7,0
2016-03-12T07:17:07Z,eight-puzzle,1118579,0,0,8.76,59,1,180,6,0
2016-03-12T07:17:25Z,eight-puzzle,1118706,0,0,2.27,59,1,270,6,0
2016-03-12T07:17:43Z,eight-puzzle,1118870,0,0,2.96,59,1,240,6,0
2016-03-12T07:18:01Z,eight-puzzle,1118996,0,0,6.47,59,1,150,7,0
2016-03-12T07:18:19Z,eight-puzzle,1119157,0,0,7.76,59,1,270,7,0
2016-03-12T07:18:37Z,eight-puzzle,1119301,0,0,29.03,59,1,300,7,0
2016-03-12T07:18:55Z,eight-puzzle,1119440,0,0,3.76,59,1,300,7,0
2016-03-12T07:19:12Z,eight-puzzle,1119572,0,0,15.07,59,1,360,7,0
2016-03-12T07:19:31Z,eight-puzzle,1119713,0,0,6.57,59,1,210,7,0
2016-03-12T07:19:46Z,eight-puzzle,1119854,0,0,14.39,59,1,330,7,0
2016-03-12T07:20:05Z,eight-puzzle,1119987,0,0,4.67,59,1,240,7,0
2016-03-12T07:20:22Z,eight-puzzle,1120134,0,0,0.79,59,1,60,7,0
2016-03-12T07:20:41Z,eight-puzzle,1120278,0,0,3,60,1,210,8,0
2016-03-12T07:20:59Z,eight-puzzle,1121881,0,0,265.85,107,1,8430,1027,1
2016-03-12T07:21:16Z,eight-puzzle,1123737,0,0,90.83,112,1,4110,36,1
2016-03-12T07:21:36Z,eight-puzzle,1126165,0,0,89.43,112,1,3270,9,1
2016-03-12T07:21:53Z,eight-puzzle,1128241,0,0,96.79,112,1,3600,8,1
2016-03-12T07:22:13Z,eight-puzzle,1130485,0,0,52.68,112,1,3390,9,1
2016-03-12T07:22:29Z,eight-puzzle,1132616,0,0,102.39,112,1,3330,9,1
2016-03-12T07:22:48Z,eight-puzzle,1134723,0,0,74.77,112,1,3450,7,1
2016-03-12T07:23:06Z,eight-puzzle,1137067,0,0,77.43,112,1,3870,12,1
2016-03-12T07:23:24Z,eight-puzzle,1139020,0,0,69.56,112,1,3300,10,1
2016-03-12T07:23:43Z,eight-puzzle,1141360,0,0,133.55,112,2,2025,19,1
2016-03-12T07:24:04Z,eight-puzzle,1143759,0,0,55.595,75,2,1725,7,1
2016-03-12T07:24:23Z,eight-puzzle,1146312,0,0,58.845,76,2,2025,9,1
2016-03-12T07:24:44Z,eight-puzzle,1148630,0,0,38.82,76,2,1950,8,1
2016-03-12T07:25:03Z,eight-puzzle,1151051,0,0,40.824997,76,2,1695,8,1
2016-03-12T07:25:24Z,eight-puzzle,1153369,0,0,51.61,76,2,2025,8,1
2016-03-12T07:25:43Z,eight-puzzle,1155709,0,0,40.62,76,2,1620,8,1
2016-03-12T07:26:04Z,eight-puzzle,1158233,0,0,34.510002,76,2,1845,11,1
2016-03-12T07:26:25Z,eight-puzzle,1160710,0,0,53.345,76,2,1995,8,1
2016-03-12T07:26:44Z,eight-puzzle,1163193,0,0,41.075,76,2,1950,7,1
2016-03-12T07:27:06Z,eight-puzzle,1165598,0,0,56.059998,76,2,2085,9,1
2016-03-12T07:27:25Z,eight-puzzle,1167968,0,0,20.61,70,2,1905,10,1
2016-03-12T07:27:46Z,eight-puzzle,1170492,0,0,50.515,70,2,1875,9,1
2016-03-12T07:28:07Z,eight-puzzle,1172933,0,0,37.114998,70,2,1905,8,1
2016-03-12T07:28:26Z,eight-puzzle,1175454,0,0,50.165,70,2,1965,13,1
2016-03-12T07:28:48Z,eight-puzzle,1177820,0,0,39.875,71,2,1875,9,1
2016-03-12T07:29:07Z,eight-puzzle,1180155,0,0,34.815,71,2,1830,8,1
2016-03-12T07:29:28Z,eight-puzzle,1182625,0,0,40.504997,71,2,2040,8,1
2016-03-12T07:29:49Z,eight-puzzle,1185088,0,0,58.699997,64,2,1770,8,1
2016-03-12T07:30:08Z,eight-puzzle,1187609,0,0,47.65,64,2,1770,8,1
2016-03-12T07:30:29Z,eight-puzzle,1189991,0,0,34.09,64,2,2085,12,1
2016-03-12T07:30:48Z,eight-puzzle,1192316,0,0,50.22,64,2,1740,8,1
2016-03-12T07:31:09Z,eight-puzzle,1194804,0,0,35.015,64,2,1875,8,1
2016-03-12T07:31:31Z,eight-puzzle,1197314,0,0,49.535,64,2,1995,8,1
2016-03-12T07:31:50Z,eight-puzzle,1199815,0,0,21.475,65,2,1695,8,1
2016-03-12T07:32:11Z,eight-puzzle,1202179,0,0,23.59,65,2,1680,12,1
2016-03-12T07:32:30Z,eight-puzzle,1204521,0,0,52.645,61,2,1905,8,1
2016-03-12T07:32:51Z,eight-puzzle,1206965,0,0,36.585,61,2,1590,9,1
2016-03-12T07:33:12Z,eight-puzzle,1209389,0,0,41.045,61,2,1590,7,1
2016-03-12T07:33:31Z,eight-puzzle,1212576,0,0,62.555,71,2,2250,41,1
2016-03-12T07:33:53Z,eight-puzzle,1215751,0,0,57.055,71,3,1540,16,1
2016-03-12T07:34:15Z,eight-puzzle,1219362,0,0,42.149998,60,3,1660,12,1
2016-03-12T07:34:35Z,eight-puzzle,1222920,0,0,42.906666,61,3,1730,16,1
2016-03-12T07:34:59Z,eight-puzzle,1226408,0,0,47.61,59,3,1630,9,1
2016-03-12T07:35:22Z,eight-puzzle,1230135,0,0,54.303333,59,3,1430,13,1
2016-03-12T07:35:45Z,eight-puzzle,1233744,0,0,32.180004,59,3,1520,12,1
2016-03-12T07:36:05Z,eight-puzzle,1237233,0,0,51.703335,60,3,1720,17,1
2016-03-12T07:36:28Z,eight-puzzle,1240656,0,0,45.786667,60,3,1360,11,1
2016-03-12T07:36:52Z,eight-puzzle,1244466,0,0,31.883331,60,3,1590,24,1
2016-03-12T07:37:15Z,eight-puzzle,1248068,0,0,42.656666,60,3,1760,12,1
2016-03-12T07:37:36Z,eight-puzzle,1251566,0,0,44.273335,59,3,1770,17,1
2016-03-12T07:37:58Z,eight-puzzle,1255242,0,0,43.396667,59,3,1490,10,1
2016-03-12T07:38:21Z,eight-puzzle,1258716,0,0,20.26,59,3,1720,13,1
2016-03-12T07:38:44Z,eight-puzzle,1262385,0,0,37.583332,60,3,1660,16,1
2016-03-12T07:39:06Z,eight-puzzle,1265865,0,0,36.45,59,3,1380,13,1
2016-03-12T07:39:27Z,eight-puzzle,1269543,0,0,24.606667,59,3,1290,14,1
2016-03-12T07:39:51Z,eight-puzzle,1273059,0,0,52.516666,57,3,1520,19,1
2016-03-12T07:40:15Z,eight-puzzle,1276892,0,0,34.550003,57,3,1560,15,1
2016-03-12T07:40:37Z,eight-puzzle,1280361,0,0,27.506668,57,3,1600,15,1
2016-03-12T07:40:58Z,eight-puzzle,1284164,0,0,42.99667,57,3,1600,15,1
2016-03-12T07:41:22Z,eight-puzzle,1287694,0,0,26.65,56,3,1470,12,1
2016-03-12T07:41:46Z,eight-puzzle,1291384,0,0,44.61,56,3,1660,12,1
2016-03-12T07:42:09Z,eight-puzzle,1295059,0,0,34.463333,56,3,1640,16,1
2016-03-12T07:42:30Z,eight-puzzle,1298608,0,0,0,55,3,1690,16,1
2016-03-12T07:42:51Z,eight-puzzle,1302216,0,0,34.783333,55,3,1720,9,1
2016-03-12T07:43:15Z,eight-puzzle,1305697,0,0,36.01,55,3,1580,13,1
2016-03-12T07:43:39Z,eight-puzzle,1309488,0,0,47.809998,55,3,1580,13,1
2016-03-12T07:44:01Z,eight-puzzle,1313041,0,0,38.25333,54,3,1810,15,1
2016-03-12T07:44:22Z,eight-puzzle,1316726,0,0,31.19,54,3,1590,15,1
2016-03-12T07:44:46Z,eight-puzzle,1320226,0,0,39.69,54,3,1810,8,1
2016-03-12T07:45:09Z,eight-puzzle,1322418,0,0,2.05,53,3,90,10,0
2016-03-12T07:45:31Z,eight-puzzle,1322594,0,0,5.0833335,53,3,60,9,0
2016-03-12T07:45:53Z,eight-puzzle,1322763,0,0,0.98,53,3,120,8,0
2016-03-12T07:46:13Z,eight-puzzle,1322946,0,0,2.2066667,53,3,60,8,0
2016-03-12T07:46:36Z,eight-puzzle,1323120,0,0,3.2333333,53,3,100,7,0
2016-03-12T07:46:59Z,eight-puzzle,1323300,0,0,1.56,53,3,20,7,0
2016-03-12T07:47:22Z,eight-puzzle,1323480,0,0,0.98,53,3,70,7,0
2016-03-12T07:47:44Z,eight-puzzle,1323663,0,0,1.0366668,53,3,80,7,0
2016-03-12T07:48:06Z,eight-puzzle,1323829,0,0,1.7566667,53,3,90,7,0
2016-03-12T07:48:26Z,eight-puzzle,1323999,0,0,0.67333335,53,4,37,7,0
2016-03-12T07:48:49Z,eight-puzzle,1324181,0,0,1.7724999,48,4,52,7,0
2016-03-12T07:49:12Z,eight-puzzle,1324376,0,0,2.6925,48,4,45,7,0
2016-03-12T07:49:37Z,eight-puzzle,1324559,0,0,2.2625,48,4,22,7,0
2016-03-12T07:50:01Z,eight-puzzle,1324762,0,0,0.3875,47,4,60,7,0
2016-03-12T07:50:25Z,eight-puzzle,1324958,0,0,1.1350001,47,4,45,7,0
2016-03-12T07:50:50Z,eight-puzzle,1325151,0,0,1.725,48,4,60,7,0
2016-03-12T07:51:14Z,eight-puzzle,1325347,0,0,0.91999996,48,4,82,7,0
2016-03-12T07:51:39Z,eight-puzzle,1325537,0,0,0.68,45,4,37,7,0
2016-03-12T07:52:03Z,eight-puzzle,1325737,0,0,1.2950001,45,4,52,7,0
2016-03-12T07:52:28Z,eight-puzzle,1325936,0,0,4.6724997,43,4,75,7,0
2016-03-12T07:52:52Z,eight-puzzle,1326127,0,0,1.045,43,4,60,7,0
2016-03-12T07:53:17Z,eight-puzzle,1326335,0,0,0.6375,43,4,82,7,0
2016-03-12T07:53:41Z,eight-puzzle,1326525,0,0,2.235,43,4,67,7,0
2016-03-12T07:54:06Z,eight-puzzle,1326727,0,0,1.5475,42,4,97,7,0
2016-03-12T07:54:31Z,eight-puzzle,1326926,0,0,0.77,42,4,75,6,0
2016-03-12T07:54:55Z,eight-puzzle,1327129,0,0,1.1775,42,4,67,7,0
2016-03-12T07:55:19Z,eight-puzzle,1327326,0,0,0.43,42,4,15,7,0
2016-03-12T07:55:44Z,eight-puzzle,1327519,0,0,0.63,42,4,75,7,0
2016-03-12T07:56:09Z,eight-puzzle,1327719,0,0,2.51,42,4,45,7,0
2016-03-12T07:56:33Z,eight-puzzle,1327915,0,0,2.0600002,42,4,52,7,0
2016-03-12T07:56:58Z,eight-puzzle,1328110,0,0,0.77750003,42,4,52,6,0
2016-03-12T07:57:22Z,eight-puzzle,1328304,0,0,1.8850001,41,4,45,7,0
2016-03-12T07:57:47Z,eight-puzzle,1328498,0,0,1.4199998,41,4,52,7,0
2016-03-12T07:58:11Z,eight-puzzle,1328696,0,0,2.0925,41,4,60,7,0
2016-03-12T07:58:34Z,eight-puzzle,1328865,0,0,2.6166666,36,3,30,7,0
2016-03-12T07:58:57Z,eight-puzzle,1329057,0,0,1.5833334,36,3,70,7,0
2016-03-12T07:59:20Z,eight-puzzle,1329238,0,0,0.66,36,3,60,6,0
2016-03-12T07:59:42Z,eight-puzzle,1329410,0,0,1.2633333,36,3,40,6,0
2016-03-12T08:00:01Z,eight-puzzle,1329589,0,0,2.4233334,36,3,70,6,0
2016-03-12T08:00:24Z,eight-puzzle,1329753,0,0,1.7133335,36,3,40,6,0
2016-03-12T08:00:47Z,eight-puzzle,1329932,0,0,3.7666667,36,3,60,6,0
2016-03-12T08:01:10Z,eight-puzzle,1330112,0,0,3.1366665,36,3,80,6,0
2016-03-12T08:01:32Z,eight-puzzle,1330294,0,0,3.1599998,36,3,100,6,0
2016-03-12T08:01:54Z,eight-puzzle,1330467,0,0,1.0099999,36,3,60,6,0
2016-03-12T08:02:14Z,eight-puzzle,1330638,0,0,0.9866667,36,3,50,6,0
2016-03-12T08:02:36Z,eight-puzzle,1330804,0,0,1.8066667,36,3,60,6,0
